question_num,search_query,url,Question,Options,Correct answer,Image URLs,Comments
190,examtopics databricks data engineer professional certification question 190,https://www.examtopics.com/discussions/databricks/view/154494-exam-certified-data-engineer-professional-topic-1-question/,"In order to prevent accidental commits to production data, a senior data engineer has instituted a policy that all development work will reference clones of Delta Lake tables. After testing both DEEP and SHALLOW CLONE, development tables are created using SHALLOW CLONE.A few weeks after initial table creation, the cloned versions of several tables implemented as Type 1 Slowly Changing Dimension (SCD) stop working. The transaction logs for the source tables show that VACUUM was run the day before.Which statement describes why the cloned tables are no longer working?","['A.Because Type 1 changes overwrite existing records, Delta Lake cannot guarantee data consistency for cloned tables.', 'B.Running VACUUM automatically invalidates any shallow clones of a table; DEEP CLONE should always be used when a cloned table will be repeatedly queried.', 'C.The data files compacted by VACUUM are not tracked by the cloned metadata; running REFRESH on the cloned table will pull in recent changes.', 'D.The metadata created by the CLONE operation is referencing data files that were purged as invalid by the VACUUM command.']",['D.The metadata created by the CLONE operation is referencing data files that were purged as invalid by the VACUUM command.'],[],
191,examtopics databricks data engineer professional certification question 191,https://www.examtopics.com/discussions/databricks/view/152579-exam-certified-data-engineer-professional-topic-1-question/,"A junior data engineer has configured a workload that posts the following JSON to the Databricks REST API endpoint 2.0/jobs/create.Assuming that all configurations and referenced resources are available, which statement describes the result of executing this workload three times?","['A.The logic defined in the referenced notebook will be executed three times on the referenced existing all purpose cluster.', 'B.The logic defined in the referenced notebook will be executed three times on new clusters with the configurations of the provided cluster ID.', 'C.Three new jobs named ""Ingest new data"" will be defined in the workspace, but no jobs will be executed.', 'D.One new job named ""Ingest new data"" will be defined in the workspace, but it will not be executed.']","['C.Three new jobs named ""Ingest new data"" will be defined in the workspace, but no jobs will be executed.']",['https://img.examtopics.com/certified-data-engineer-professional/image82.png'],
192,examtopics databricks data engineer professional certification question 192,https://www.examtopics.com/discussions/databricks/view/303227-exam-certified-data-engineer-professional-topic-1-question/,"A Delta Lake table in the Lakehouse named customer_churn_params is used in churn prediction by the machine learning team. The table contains information about customers derived from a number of upstream sources. Currently, the data engineering team populates this table nightly by overwriting the table with the current valid values derived from upstream data sources.Immediately after each update succeeds, the data engineering team would like to determine the difference between the new version and the previous version of the table.Given the current implementation, which method can be used?","['A.Execute a query to calculate the difference between the new version and the previous version using Delta Lake’s built-in versioning and lime travel functionality.', 'B.Parse the Delta Lake transaction log to identify all newly written data files.', 'C.Parse the Spark event logs to identify those rows that were updated, inserted, or deleted.', 'D.Execute DESCRIBE HISTORY customer_churn_params to obtain the full operation metrics for the update, including a log of all records that have been added or modified.']",['A.Execute a query to calculate the difference between the new version and the previous version using Delta Lake’s built-in versioning and lime travel functionality.'],[],
193,examtopics databricks data engineer professional certification question 193,https://www.examtopics.com/discussions/databricks/view/152580-exam-certified-data-engineer-professional-topic-1-question/,A view is registered with the following code:Both users and orders are Delta Lake tables.Which statement describes the results of querying recent_orders?,"['A.The versions of each source table will be stored in the table transaction log; query results will be saved to DBFS with each query.', 'B.All logic will execute when the table is defined and store the result of joining tables to the DBFS; this stored data will be returned when the table is queried.', 'C.All logic will execute at query time and return the result of joining the valid versions of the source tables at the time the query finishes.', 'D.All logic will execute at query time and return the result of joining the valid versions of the source tables at the time the query began.']",['D.All logic will execute at query time and return the result of joining the valid versions of the source tables at the time the query began.'],['https://img.examtopics.com/certified-data-engineer-professional/image83.png'],
194,examtopics databricks data engineer professional certification question 194,https://www.examtopics.com/discussions/databricks/view/152581-exam-certified-data-engineer-professional-topic-1-question/,A data engineer is performing a join operation to combine values from a static userLookup table with a streaming DataFrame streamingDF.Which code block attempts to perform an invalid stream-static join?,"['A.userLookup.join(streamingDF, [""user_id""], how=""right"")', 'B.streamingDF.join(userLookup, [""user_id""], how=""inner"")', 'C.userLookup.join(streamingDF, [""user_id""), how=""inner"")', 'D.userLookup.join(streamingDF, [""user_id""], how=""left"")']","['D.userLookup.join(streamingDF, [""user_id""], how=""left"")']",[],
195,examtopics databricks data engineer professional certification question 195,https://www.examtopics.com/discussions/databricks/view/303297-exam-certified-data-engineer-professional-topic-1-question/,"A junior data engineer has been asked to develop a streaming data pipeline with a grouped aggregation using DataFrame df. The pipeline needs to calculate the average humidity and average temperature for each non-overlapping five-minute interval. Incremental state information should be maintained for 10 minutes for late-arriving data.Streaming DataFrame df has the following schema:""device_id INT, event_time TIMESTAMP, temp FLOAT, humidity FLOAT""Code block:Choose the response that correctly fills in the blank within the code block to complete this task.","['A.withWatermark(""event_time"", ""10 minutes"")', 'B.awaitArrival(""event_time"", ""10 minutes"")', 'C.await(""event_time + ‘10 minutes\'"")', 'D.slidingWindow(""event_time"", ""10 minutes"")']","['A.withWatermark(""event_time"", ""10 minutes"")']",['https://img.examtopics.com/certified-data-engineer-professional/image84.png'],
196,examtopics databricks data engineer professional certification question 196,https://www.examtopics.com/discussions/databricks/view/152615-exam-certified-data-engineer-professional-topic-1-question/,"A data architect has designed a system in which two Structured Streaming jobs will concurrently write to a single bronze Delta table. Each job is subscribing to a different topic from an Apache Kafka source, but they will write data with the same schema. To keep the directory structure simple, a data engineer has decided to nest a checkpoint directory to be shared by both streams.The proposed directory structure is displayed below:Which statement describes whether this checkpoint directory structure is valid for the given scenario and why?","['A.No; Delta Lake manages streaming checkpoints in the transaction log.', 'B.Yes; both of the streams can share a single checkpoint directory.', 'C.No; only one stream can write to a Delta Lake table.', 'D.No; each of the streams needs to have its own checkpoint directory.']",['D.No; each of the streams needs to have its own checkpoint directory.'],['https://img.examtopics.com/certified-data-engineer-professional/image85.png'],
197,examtopics databricks data engineer professional certification question 197,https://www.examtopics.com/discussions/databricks/view/303298-exam-certified-data-engineer-professional-topic-1-question/,"A Structured Streaming job deployed to production has been experiencing delays during peak hours of the day. At present, during normal execution, each microbatch of data is processed in less than 3 seconds. During peak hours of the day, execution time for each microbatch becomes very inconsistent, sometimes exceeding 30 seconds. The streaming write is currently configured with a trigger interval of 10 seconds.Holding all other variables constant and assuming records need to be processed in less than 10 seconds, which adjustment will meet the requirement?","['A.Decrease the trigger interval to 5 seconds; triggering batches more frequently allows idle executors to begin processing the next batch while longer running tasks from previous batches finish.', 'B.Decrease the trigger interval to 5 seconds; triggering batches more frequently may prevent records from backing up and large batches from causing spill.', 'C.The trigger interval cannot be modified without modifying the checkpoint directory; to maintain the current stream state, increase the number of shuffle partitions to maximize parallelism.', 'D.Use the trigger once option and configure a Databricks job to execute the query every 10 seconds; this ensures all backlogged records are processed with each batch.']",['B.Decrease the trigger interval to 5 seconds; triggering batches more frequently may prevent records from backing up and large batches from causing spill.'],[],
198,examtopics databricks data engineer professional certification question 198,https://www.examtopics.com/discussions/databricks/view/152616-exam-certified-data-engineer-professional-topic-1-question/,Which statement describes the default execution mode for Databricks Auto Loader?,"['A.Cloud vendor-specific queue storage and notification services are configured to track newly arriving files; new files are incrementally and idempotently loaded into the target Delta Lake table.', 'B.New files are identified by listing the input directory; the target table is materialized by directly querying all valid files in the source directory.', 'C.Webhooks trigger a Databricks job to run anytime new data arrives in a source directory; new data are automatically merged into target tables using rules inferred from the data.', 'D.New files are identified by listing the input directory; new files are incrementally and idempotently loaded into the target Delta Lake table.']",['D.New files are identified by listing the input directory; new files are incrementally and idempotently loaded into the target Delta Lake table.'],[],
199,examtopics databricks data engineer professional certification question 199,https://www.examtopics.com/discussions/databricks/view/303301-exam-certified-data-engineer-professional-topic-1-question/,Which statement describes the correct use of pyspark.sql.functions.broadcast?,"['A.It marks a column as having low enough cardinality to properly map distinct values to available partitions, allowing a broadcast join.', 'B.It marks a column as small enough to store in memory on all executors, allowing a broadcast join.', 'C.It caches a copy of the indicated table on all nodes in the cluster for use in all future queries during the cluster lifetime.', 'D.It marks a DataFrame as small enough to store in memory on all executors, allowing a broadcast join.']","['D.It marks a DataFrame as small enough to store in memory on all executors, allowing a broadcast join.']",[],
200,examtopics databricks data engineer professional certification question 200,https://www.examtopics.com/discussions/databricks/view/303303-exam-certified-data-engineer-professional-topic-1-question/,"Spill occurs as a result of executing various wide transformations. However, diagnosing spill requires one to proactively look for key indicators.Where in the Spark UI are two of the primary indicators that a partition is spilling to disk?","['A.Stage’s detail screen and Query’s detail screen', 'B.Stage’s detail screen and Executor’s log files', 'C.Driver’s and Executor’s log files', 'D.Executor’s detail screen and Executor’s log files']",['B.Stage’s detail screen and Executor’s log files'],[],
201,examtopics databricks data engineer professional certification question 201,https://www.examtopics.com/discussions/databricks/view/154495-exam-certified-data-engineer-professional-topic-1-question/,"An upstream source writes Parquet data as hourly batches to directories named with the current date. A nightly batch job runs the following code to ingest all data from the previous day as indicated by the date variable:Assume that the fields customer_id and order_id serve as a composite key to uniquely identify each order.If the upstream system is known to occasionally produce duplicate entries for a single order hours apart, which statement is correct?","['A.Each write to the orders table will only contain unique records, and only those records without duplicates in the target table will be written.', 'B.Each write to the orders table will only contain unique records, but newly written records may have duplicates already present in the target table.', 'C.Each write to the orders table will only contain unique records; if existing records with the same key are present in the target table, these records will be overwritten.', 'D.Each write to the orders table will run deduplication over the union of new and existing records, ensuring no duplicate records are present.']","['B.Each write to the orders table will only contain unique records, but newly written records may have duplicates already present in the target table.']",['https://img.examtopics.com/certified-data-engineer-professional/image86.png'],
202,examtopics databricks data engineer professional certification question 202,https://www.examtopics.com/discussions/databricks/view/169466-exam-certified-data-engineer-professional-topic-1-question/,"A junior data engineer on your team has implemented the following code block.The view new_events contains a batch of records with the same schema as the events Delta table. The event_id field serves as a unique key for this table.When this query is executed, what will happen with new records that have the same event_id as an existing record?","['A.They are merged.', 'B.They are ignored.', 'C.They are updated.', 'D.They are inserted.']",['B.They are ignored.'],['https://img.examtopics.com/certified-data-engineer-professional/image87.png'],
203,examtopics databricks data engineer professional certification question 203,https://www.examtopics.com/discussions/databricks/view/303304-exam-certified-data-engineer-professional-topic-1-question/,"A new data engineer notices that a critical field was omitted from an application that writes its Kafka source to Delta Lake. This happened even though the critical field was in the Kafka source. That field was further missing from data written to dependent, long-term storage. The retention threshold on the Kafka service is seven days. The pipeline has been in production for three months.Which describes how Delta Lake can help to avoid data loss of this nature in the future?","['A.The Delta log and Structured Streaming checkpoints record the full history of the Kafka producer.', 'B.Delta Lake schema evolution can retroactively calculate the correct value for newly added fields, as long as the data was in the original source.', 'C.Delta Lake automatically checks that all fields present in the source data are included in the ingestion layer.', 'D.Ingesting all raw data and metadata from Kafka to a bronze Delta table creates a permanent, replayable history of the data state.']","['D.Ingesting all raw data and metadata from Kafka to a bronze Delta table creates a permanent, replayable history of the data state.']",[],
204,examtopics databricks data engineer professional certification question 204,https://www.examtopics.com/discussions/databricks/view/154496-exam-certified-data-engineer-professional-topic-1-question/,"The data engineering team maintains the following code:Assuming that this code produces logically correct results and the data in the source table has been de-duplicated and validated, which statement describes what will occur when this code is executed?","['A.The silver_customer_sales table will be overwritten by aggregated values calculated from all records in the gold_customer_lifetime_sales_summary table as a batch job.', 'B.A batch job will update the gold_customer_lifetime_sales_summary table, replacing only those rows that have different values than the current version of the table, using customer_id as the primary key.', 'C.The gold_customer_lifetime_sales_summary table will be overwritten by aggregated values calculated from all records in the silver_customer_sales table as a batch job.', 'D.An incremental job will detect if new rows have been written to the silver_customer_sales table; if new rows are detected, all aggregates will be recalculated and used to overwrite the gold_customer_lifetime_sales_summary table.']",['C.The gold_customer_lifetime_sales_summary table will be overwritten by aggregated values calculated from all records in the silver_customer_sales table as a batch job.'],['https://img.examtopics.com/certified-data-engineer-professional/image88.png'],
205,examtopics databricks data engineer professional certification question 205,https://www.examtopics.com/discussions/databricks/view/303311-exam-certified-data-engineer-professional-topic-1-question/,"The data engineering team is migrating an enterprise system with thousands of tables and views into the Lakehouse. They plan to implement the target architecture using a series of bronze, silver, and gold tables. Bronze tables will almost exclusively be used by production data engineering workloads, while silver tables will be used to support both data engineering and machine learning workloads. Gold tables will largely serve business intelligence and reporting purposes. While personal identifying information (PII) exists in all tiers of data, pseudonymization and anonymization rules are in place for all data at the silver and gold levels.The organization is interested in reducing security concerns while maximizing the ability to collaborate across diverse teams.Which statement exemplifies best practices for implementing this system?","['A.Isolating tables in separate databases based on data quality tiers allows for easy permissions management through database ACLs and allows physical separation of default storage locations for managed tables.', 'B.Because databases on Databricks are merely a logical construct, choices around database organization do not impact security or discoverability in the Lakehouse.', 'C.Storing all production tables in a single database provides a unified view of all data assets available throughout the Lakehouse, simplifying discoverability by granting all users view privileges on this database.', 'D.Working in the default Databricks database provides the greatest security when working with managed tables, as these will be created in the DBFS root.']",['A.Isolating tables in separate databases based on data quality tiers allows for easy permissions management through database ACLs and allows physical separation of default storage locations for managed tables.'],[],
206,examtopics databricks data engineer professional certification question 206,https://www.examtopics.com/discussions/databricks/view/303314-exam-certified-data-engineer-professional-topic-1-question/,"The data architect has mandated that all tables in the Lakehouse should be configured as external (also known as ""unmanaged"") Delta Lake tables.Which approach will ensure that this requirement is met?","['A.When a database is being created, make sure that the LOCATION keyword is used.', 'B.When the workspace is being configured, make sure that external cloud object storage has been mounted.', 'C.When data is saved to a table, make sure that a full file path is specified alongside the USING DELTA clause.', 'D.When tables are created, make sure that the UNMANAGED keyword is used in the CREATE TABLE statement.']","['C.When data is saved to a table, make sure that a full file path is specified alongside the USING DELTA clause.']",[],
207,examtopics databricks data engineer professional certification question 207,https://www.examtopics.com/discussions/databricks/view/303315-exam-certified-data-engineer-professional-topic-1-question/,"To reduce storage and compute costs, the data engineering team has been tasked with curating a series of aggregate tables leveraged by business intelligence dashboards, customer-facing applications, production machine learning models, and ad hoc analytical queries.The data engineering team has been made aware of new requirements from a customer-facing application, which is the only downstream workload they manage entirely. As a result, an aggregate table used by numerous teams across the organization will need to have a number of fields renamed, and additional fields will also be added.Which of the solutions addresses the situation while minimally interrupting other teams in the organization without increasing the number of tables that need to be managed?","['A.Send all users notice that the schema for the table will be changing; include in the communication the logic necessary to revert the new table schema to match historic queries.', 'B.Configure a new table with all the requisite fields and new names and use this as the source for the customer-facing application; create a view that maintains the original data schema and table name by aliasing select fields from the new table.', ""C.Create a new table with the required schema and new fields and use Delta Lake's deep clone functionality to sync up changes committed to one table to the corresponding table."", 'D.Replace the current table definition with a logical view defined with the query logic currently writing the aggregate table; create a new table to power the customer-facing application.']",['B.Configure a new table with all the requisite fields and new names and use this as the source for the customer-facing application; create a view that maintains the original data schema and table name by aliasing select fields from the new table.'],[],
208,examtopics databricks data engineer professional certification question 208,https://www.examtopics.com/discussions/databricks/view/303316-exam-certified-data-engineer-professional-topic-1-question/,"A Delta Lake table representing metadata about content posts from users has the following schema:user_id LONG, post_text STRING, post_id STRING, longitude FLOAT, latitude FLOAT, post_time TIMESTAMP, date DATEBased on the above schema, which column is a good candidate for partitioning the Delta Table?","['A.post_time', 'B.date', 'C.post_id', 'D.user_id']",['B.date'],[],
209,examtopics databricks data engineer professional certification question 209,https://www.examtopics.com/discussions/databricks/view/303317-exam-certified-data-engineer-professional-topic-1-question/,"The downstream consumers of a Delta Lake table have been complaining about data quality issues impacting performance in their applications. Specifically, they have complained that invalid latitude and longitude values in the activity_details table have been breaking their ability to use other geolocation processes.A junior engineer has written the following code to add CHECK constraints to the Delta Lake table:A senior engineer has confirmed the above logic is correct and the valid ranges for latitude and longitude are provided, but the code fails when executed.Which statement explains the cause of this failure?","['A.The current table schema does not contain the field valid_coordinates; schema evolution will need to be enabled before altering the table to add a constraint.', 'B.The activity_details table already exists; CHECK constraints can only be added during initial table creation.', 'C.The activity_details table already contains records that violate the constraints; all existing data must pass CHECK constraints in order to add them to an existing table.', 'D.The activity_details table already contains records; CHECK constraints can only be added prior to inserting values into a table.']",['C.The activity_details table already contains records that violate the constraints; all existing data must pass CHECK constraints in order to add them to an existing table.'],['https://img.examtopics.com/certified-data-engineer-professional/image89.png'],
210,examtopics databricks data engineer professional certification question 210,https://www.examtopics.com/discussions/databricks/view/303318-exam-certified-data-engineer-professional-topic-1-question/,What is true for Delta Lake?,"['A.Views in the Lakehouse maintain a valid cache of the most recent versions of source tables at all times.', 'B.Primary and foreign key constraints can be leveraged to ensure duplicate values are never entered into a dimension table.', 'C.Delta Lake automatically collects statistics on the first 32 columns of each table which are leveraged in data skipping based on query filters.', 'D.Z-order can only be applied to numeric values stored in Delta Lake tables.']",['C.Delta Lake automatically collects statistics on the first 32 columns of each table which are leveraged in data skipping based on query filters.'],[],
211,examtopics databricks data engineer professional certification question 211,https://www.examtopics.com/discussions/databricks/view/303319-exam-certified-data-engineer-professional-topic-1-question/,The view updates represents an incremental batch of all newly ingested data to be inserted or updated in the customers table.The following logic is used to process these records.Which statement describes this implementation?,"['A.The customers table is implemented as a Type 2 table; old values are overwritten and new customers are appended.', 'B.The customers table is implemented as a Type 2 table; old values are maintained but marked as no longer current and new values are inserted.', 'C.The customers table is implemented as a Type 0 table; all writes are append only with no changes to existing values.', 'D.The customers table is implemented as a Type 1 table; old values are overwritten by new values and no history is maintained.']",['B.The customers table is implemented as a Type 2 table; old values are maintained but marked as no longer current and new values are inserted.'],['https://img.examtopics.com/certified-data-engineer-professional/image90.png'],
212,examtopics databricks data engineer professional certification question 212,https://www.examtopics.com/discussions/databricks/view/152709-exam-certified-data-engineer-professional-topic-1-question/,A team of data engineers are adding tables to a DLT pipeline that contain repetitive expectations for many of the same data quality checks. One member of the team suggests reusing these data quality rules across all tables defined for this pipeline.What approach would allow them to do this?,"['A.Add data quality constraints to tables in this pipeline using an external job with access to pipeline configuration files.', 'B.Use global Python variables to make expectations visible across DLT notebooks included in the same pipeline.', 'C.Maintain data quality rules in a separate Databricks notebook that each DLT notebook or file can import as a library.', ""D.Maintain data quality rules in a Delta table outside of this pipeline's target schema, providing the schema name as a pipeline parameter.""]","[""D.Maintain data quality rules in a Delta table outside of this pipeline's target schema, providing the schema name as a pipeline parameter.""]",[],
213,examtopics databricks data engineer professional certification question 213,https://www.examtopics.com/discussions/databricks/view/303320-exam-certified-data-engineer-professional-topic-1-question/,The DevOps team has configured a production workload as a collection of notebooks scheduled to run daily using the Jobs UI. A new data engineering hire is onboarding to the team and has requested access to one of these notebooks to review the production logic.What are the maximum notebook permissions that can be granted to the user without allowing accidental changes to production code or data?,"['A.Can manage', 'B.Can edit', 'C.Can run', 'D.Can read']",['D.Can read'],[],
214,examtopics databricks data engineer professional certification question 214,https://www.examtopics.com/discussions/databricks/view/303322-exam-certified-data-engineer-professional-topic-1-question/,"A table named user_ltv is being used to create a view that will be used by data analysts on various teams. Users in the workspace are configured into groups, which are used for setting up data access using ACLs.The user_ltv table has the following schema:email STRING, age INT, ltv INTThe following view definition is executed:An analyst who is not a member of the marketing group executes the following query:SELECT * FROM email_ltv -Which statement describes the results returned by this query?","['A.Three columns will be returned, but one column will be named ""REDACTED"" and contain only null values.', 'B.Only the email and ltv columns will be returned; the email column will contain all null values.', 'C.The email and ltv columns will be returned with the values in user_ltv.', 'D.Only the email and ltv columns will be returned; the email column will contain the string ""REDACTED"" in each row.']","['D.Only the email and ltv columns will be returned; the email column will contain the string ""REDACTED"" in each row.']",['https://img.examtopics.com/certified-data-engineer-professional/image91.png'],
215,examtopics databricks data engineer professional certification question 215,https://www.examtopics.com/discussions/databricks/view/303323-exam-certified-data-engineer-professional-topic-1-question/,"The data governance team has instituted a requirement that all tables containing Personal Identifiable Information (PII) must be clearly annotated. This includes adding column comments, table comments, and setting the custom table property ""contains_pii"" = true.The following SQL DDL statement is executed to create a new table:Which command allows manual confirmation that these three requirements have been met?","['A.DESCRIBE EXTENDED dev.pii_test', 'B.DESCRIBE DETAIL dev.pii_test', 'C.SHOW TBLPROPERTIES dev.pii_test', 'D.DESCRIBE HISTORY dev.pii_test']",['A.DESCRIBE EXTENDED dev.pii_test'],['https://img.examtopics.com/certified-data-engineer-professional/image92.png'],
216,examtopics databricks data engineer professional certification question 216,https://www.examtopics.com/discussions/databricks/view/303324-exam-certified-data-engineer-professional-topic-1-question/,"The data governance team is reviewing code used for deleting records for compliance with GDPR. They note the following logic is used to delete records from the Delta Lake table named users.Assuming that user_id is a unique identifying key and that delete_requests contains all users that have requested deletion, which statement describes whether successfully executing the above logic guarantees that the records to be deleted are no longer accessible and why?","['A.Yes; Delta Lake ACID guarantees provide assurance that the DELETE command succeeded fully and permanently purged these records.', 'B.No; files containing deleted records may still be accessible with time travel until a VACUUM command is used to remove invalidated data files.', 'C.Yes; the Delta cache immediately updates to reflect the latest data files recorded to disk.', 'D.No; the Delta Lake DELETE command only provides ACID guarantees when combined with the MERGE INTO command.']",['B.No; files containing deleted records may still be accessible with time travel until a VACUUM command is used to remove invalidated data files.'],['https://img.examtopics.com/certified-data-engineer-professional/image93.png'],
217,examtopics databricks data engineer professional certification question 217,https://www.examtopics.com/discussions/databricks/view/303325-exam-certified-data-engineer-professional-topic-1-question/,"The data architect has decided that once data has been ingested from external sources into theDatabricks Lakehouse, table access controls will be leveraged to manage permissions for all production tables and views.The following logic was executed to grant privileges for interactive queries on a production database to the core engineering group.GRANT USAGE ON DATABASE prod TO eng;GRANT SELECT ON DATABASE prod TO eng;Assuming these are the only privileges that have been granted to the eng group and that these users are not workspace administrators, which statement describes their privileges?","['A.Group members are able to create, query, and modify all tables and views in the prod database, but cannot define custom functions.', 'B.Group members are able to list all tables in the prod database but are not able to see the results of any queries on those tables.', 'C.Group members are able to query and modify all tables and views in the prod database, but cannot create new tables or views.', 'D.Group members are able to query all tables and views in the prod database, but cannot create or edit anything in the database.']","['D.Group members are able to query all tables and views in the prod database, but cannot create or edit anything in the database.']",[],
218,examtopics databricks data engineer professional certification question 218,https://www.examtopics.com/discussions/databricks/view/152712-exam-certified-data-engineer-professional-topic-1-question/,"A user wants to use DLT expectations to validate that a derived table report contains all records from the source, included in the table validation_copy.The user attempts and fails to accomplish this by adding an expectation to the report table definition.Which approach would allow using DLT expectations to validate all expected records are present in this table?","['A.Define a temporary table that performs a left outer join on validation_copy and report, and define an expectation that no report key values are null', 'B.Define a SQL UDF that performs a left outer join on two tables, and check if this returns null values for report key values in a DLT expectation for the report table', 'C.Define a view that performs a left outer join on validation_copy and report, and reference this view in DLT expectations for the report table', 'D.Define a function that performs a left outer join on validation_copy and report, and check against the result in a DLT expectation for the report table']","['A.Define a temporary table that performs a left outer join on validation_copy and report, and define an expectation that no report key values are null']",['https://img.examtopics.com/certified-data-engineer-professional/image94.png'],
219,examtopics databricks data engineer professional certification question 219,https://www.examtopics.com/discussions/databricks/view/153569-exam-certified-data-engineer-professional-topic-1-question/,"A user new to Databricks is trying to troubleshoot long execution times for some pipeline logic they are working on. Presently, the user is executing code cell-by-cell, using display() calls to confirm code is producing the logically correct results as new transformations are added to an operation. To get a measure of average time to execute, the user is running each cell multiple times interactively.Which of the following adjustments will get a more accurate measure of how code is likely to perform in production?","['A.The Jobs UI should be leveraged to occasionally run the notebook as a job and track execution time during incremental code development because Photon can only be enabled on clusters launched for scheduled jobs.', 'B.The only way to meaningfully troubleshoot code execution times in development notebooks is to use production-sized data and production-sized clusters with Run All execution.', 'C.Production code development should only be done using an IDE; executing code against a local build of open source Spark and Delta Lake will provide the most accurate benchmarks for how code will perform in production.', 'D.Calling display() forces a job to trigger, while many transformations will only add to the logical query plan; because of caching, repeated execution of the same logic does not provide meaningful results.']","['D.Calling display() forces a job to trigger, while many transformations will only add to the logical query plan; because of caching, repeated execution of the same logic does not provide meaningful results.']",[],
220,examtopics databricks data engineer professional certification question 220,https://www.examtopics.com/discussions/databricks/view/152713-exam-certified-data-engineer-professional-topic-1-question/,Where in the Spark UI can one diagnose a performance problem induced by not leveraging predicate push-down?,"['A.In the Executor’s log file, by grepping for ""predicate push-down""', 'B.In the Stage’s Detail screen, in the Completed Stages table, by noting the size of data read from the Input column', 'C.In the Query Detail screen, by interpreting the Physical Plan', 'D.In the Delta Lake transaction log. by noting the column statistics']","['C.In the Query Detail screen, by interpreting the Physical Plan']",[],
221,examtopics databricks data engineer professional certification question 221,https://www.examtopics.com/discussions/databricks/view/152716-exam-certified-data-engineer-professional-topic-1-question/,"A data engineer needs to capture pipeline settings from an existing setting in the workspace, and use them to create and version a JSON file to create a new pipeline.Which command should the data engineer enter in a web terminal configured with the Databricks CLI?","['A.Use list pipelines to get the specs for all pipelines; get the pipeline spec from the returned results; parse and use this to create a pipeline', 'B.Stop the existing pipeline; use the returned settings in a reset command', 'C.Use the get command to capture the settings for the existing pipeline; remove the pipeline_id and rename the pipeline; use this in a create command', 'D.Use the clone command to create a copy of an existing pipeline; use the get JSON command to get the pipeline definition; save this to git']",['C.Use the get command to capture the settings for the existing pipeline; remove the pipeline_id and rename the pipeline; use this in a create command'],[],
222,examtopics databricks data engineer professional certification question 222,https://www.examtopics.com/discussions/databricks/view/155084-exam-certified-data-engineer-professional-topic-1-question/,Which Python variable contains a list of directories to be searched when trying to locate required modules?,"['A.importlib.resource_path', 'B.sys.path', 'C.os.path', 'D.pypi.path']",['B.sys.path'],[],
223,examtopics databricks data engineer professional certification question 223,,,[],[],[],Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
224,examtopics databricks data engineer professional certification question 224,,,[],[],[],Invalid URL 'None': No scheme supplied. Perhaps you meant https://None?
225,examtopics databricks data engineer professional certification question 225,https://www.examtopics.com/discussions/databricks/view/152622-exam-certified-data-engineer-professional-topic-1-question/,Which REST API call can be used to review the notebooks configured to run as tasks in a multi-task job?,"['A./jobs/runs/list', 'B./jobs/list', 'C./jobs/runs/get', 'D./jobs/get']",['D./jobs/get'],[],
226,examtopics databricks data engineer professional certification question 226,https://www.examtopics.com/discussions/databricks/view/152717-exam-certified-data-engineer-professional-topic-1-question/,A Data Engineer wants to run unit tests using common Python testing frameworks on Python functions defined across several Databricks notebooks currently used in production.How can the data engineer run unit tests against functions that work with data in production?,"['A.Define and import unit test functions from a separate Databricks notebook', 'B.Define and unit test functions using Files in Repos', 'C.Run unit tests against non-production data that closely mirrors production', 'D.Define unit tests and functions within the same notebook']",['B.Define and unit test functions using Files in Repos'],[],
227,examtopics databricks data engineer professional certification question 227,https://www.examtopics.com/discussions/databricks/view/152742-exam-certified-data-engineer-professional-topic-1-question/,"A data engineer wants to refactor the following DLT code, which includes multiple table definitions with very similar code.In an attempt to programmatically create these tables using a parameterized table definition, the data engineer writes the following code.The pipeline runs an update with this refactored code, but generates a different DAG showing incorrect configuration values for these tables.How can the data engineer fix this?","['A.Wrap the for loop inside another table definition, using generalized names and properties to replace with those from the inner table definition.', 'B.Convert the list of configuration values to a dictionary of table settings, using table names as keys.', 'C.Move the table definition into a separate function, and make calls to this function using different input parameters inside the for loop.', 'D.Load the configuration values for these tables from a separate file, located at a path provided by a pipeline parameter.']","['C.Move the table definition into a separate function, and make calls to this function using different input parameters inside the for loop.']","['https://img.examtopics.com/certified-data-engineer-professional/image95.png', 'https://img.examtopics.com/certified-data-engineer-professional/image96.png']",
228,examtopics databricks data engineer professional certification question 228,https://www.examtopics.com/discussions/databricks/view/316704-exam-certified-data-engineer-professional-topic-1-question/,A data engineer has created a 'transactions' Delta table on Databricks that should be used by the analytics team. The analytics team wants to use the table with another tool which requires Apache Iceberg format.What should the data engineer do?,"['A.Require the analytics team to use a tool which supports Delta table.', ""B.Create an Iceberg copy of the 'transactions' Delta table which can be used by the analytics team."", ""C.Convert the 'transactions' Delta to Iceberg and enable uniform so that the table can be read as a Delta table."", ""D.Enable uniform on the transactions table to 'iceberg' so that the table can be read as an Iceberg table.""]","[""D.Enable uniform on the transactions table to 'iceberg' so that the table can be read as an Iceberg table.""]",[],
