question_num,search_query,url,Question,Options,Correct answer,Image URLs,Comments
89,examtopics databricks data engineer professional certification question 89,https://www.examtopics.com/discussions/databricks/view/124606-exam-certified-data-engineer-professional-topic-1-question/,"A Databricks job has been configured with 3 tasks, each of which is a Databricks notebook. Task A does not depend on other tasks. Tasks B and C run in parallel, with each having a serial dependency on Task A.If task A fails during a scheduled run, which statement describes the results of this run?","['A.Because all tasks are managed as a dependency graph, no changes will be committed to the Lakehouse until all tasks have successfully been completed.', 'B.Tasks B and C will attempt to run as configured; any changes made in task A will be rolled back due to task failure.', 'C.Unless all tasks complete successfully, no changes will be committed to the Lakehouse; because task A failed, all commits will be rolled back automatically.', 'D.Tasks B and C will be skipped; some logic expressed in task A may have been committed before task failure.', 'E.Tasks B and C will be skipped; task A will not commit any changes because of stage failure.']",['D.Tasks B and C will be skipped; some logic expressed in task A may have been committed before task failure.'],[],
90,examtopics databricks data engineer professional certification question 90,https://www.examtopics.com/discussions/databricks/view/127597-exam-certified-data-engineer-professional-topic-1-question/,Which statement regarding Spark configuration on the Databricks platform is true?,"['A.The Databricks REST API can be used to modify the Spark configuration properties for an interactive cluster without interrupting jobs currently running on the cluster.', 'B.Spark configurations set within a notebook will affect all SparkSessions attached to the same interactive cluster.', 'C.Spark configuration properties can only be set for an interactive cluster by creating a global init script.', 'D.Spark configuration properties set for an interactive cluster with the Clusters UI will impact all notebooks attached to that cluster.', 'E.When the same Spark configuration property is set for an interactive cluster and a notebook attached to that cluster, the notebook setting will always be ignored.']",['D.Spark configuration properties set for an interactive cluster with the Clusters UI will impact all notebooks attached to that cluster.'],[],
91,examtopics databricks data engineer professional certification question 91,https://www.examtopics.com/discussions/databricks/view/130091-exam-certified-data-engineer-professional-topic-1-question/,"A developer has successfully configured their credentials for Databricks Repos and cloned a remote Git repository. They do not have privileges to make changes to the main branch, which is the only branch currently visible in their workspace.Which approach allows this user to share their code updates without the risk of overwriting the work of their teammates?","['A.Use Repos to checkout all changes and send the git diff log to the team.', 'B.Use Repos to create a fork of the remote repository, commit all changes, and make a pull request on the source repository.', 'C.Use Repos to pull changes from the remote Git repository; commit and push changes to a branch that appeared as changes were pulled.', 'D.Use Repos to merge all differences and make a pull request back to the remote repository.', 'E.Use Repos to create a new branch, commit all changes, and push changes to the remote Git repository.']","['E.Use Repos to create a new branch, commit all changes, and push changes to the remote Git repository.']",[],
92,examtopics databricks data engineer professional certification question 92,https://www.examtopics.com/discussions/databricks/view/126210-exam-certified-data-engineer-professional-topic-1-question/,"In order to prevent accidental commits to production data, a senior data engineer has instituted a policy that all development work will reference clones of Delta Lake tables. After testing both DEEP and SHALLOW CLONE, development tables are created using SHALLOW CLONE.A few weeks after initial table creation, the cloned versions of several tables implemented as Type 1 Slowly Changing Dimension (SCD) stop working. The transaction logs for the source tables show that VACUUM was run the day before.Which statement describes why the cloned tables are no longer working?","['A.Because Type 1 changes overwrite existing records, Delta Lake cannot guarantee data consistency for cloned tables.', 'B.Running VACUUM automatically invalidates any shallow clones of a table; DEEP CLONE should always be used when a cloned table will be repeatedly queried.', 'C.Tables created with SHALLOW CLONE are automatically deleted after their default retention threshold of 7 days.', 'D.The metadata created by the CLONE operation is referencing data files that were purged as invalid by the VACUUM command.', 'E.The data files compacted by VACUUM are not tracked by the cloned metadata; running REFRESH on the cloned table will pull in recent changes.']",['D.The metadata created by the CLONE operation is referencing data files that were purged as invalid by the VACUUM command.'],[],
93,examtopics databricks data engineer professional certification question 93,https://www.examtopics.com/discussions/databricks/view/127268-exam-certified-data-engineer-professional-topic-1-question/,You are performing a join operation to combine values from a static userLookup table with a streaming DataFrame streamingDF.Which code block attempts to perform an invalid stream-static join?,"['A.userLookup.join(streamingDF, [""userid""], how=""inner"")', 'B.streamingDF.join(userLookup, [""user_id""], how=""outer"")', 'C.streamingDF.join(userLookup, [""user_id”], how=""left"")', 'D.streamingDF.join(userLookup, [""userid""], how=""inner"")', 'E.userLookup.join(streamingDF, [""user_id""], how=""right"")']","['B.streamingDF.join(userLookup, [""user_id""], how=""outer"")']",[],
94,examtopics databricks data engineer professional certification question 94,https://www.examtopics.com/discussions/databricks/view/126236-exam-certified-data-engineer-professional-topic-1-question/,"Spill occurs as a result of executing various wide transformations. However, diagnosing spill requires one to proactively look for key indicators.Where in the Spark UI are two of the primary indicators that a partition is spilling to disk?","['A.Query’s detail screen and Job’s detail screen', 'B.Stage’s detail screen and Executor’s log files', 'C.Driver’s and Executor’s log files', 'D.Executor’s detail screen and Executor’s log files', 'E.Stage’s detail screen and Query’s detail screen']",['B.Stage’s detail screen and Executor’s log files'],[],
95,examtopics databricks data engineer professional certification question 95,https://www.examtopics.com/discussions/databricks/view/128995-exam-certified-data-engineer-professional-topic-1-question/,"A task orchestrator has been configured to run two hourly tasks. First, an outside system writes Parquet data to a directory mounted at /mnt/raw_orders/. After this data is written, a Databricks job containing the following code is executed:Assume that the fields customer_id and order_id serve as a composite key to uniquely identify each order, and that the time field indicates when the record was queued in the source system.If the upstream system is known to occasionally enqueue duplicate entries for a single order hours apart, which statement is correct?","['A.Duplicate records enqueued more than 2 hours apart may be retained and the orders table may contain duplicate records with the same customer_id and order_id.', 'B.All records will be held in the state store for 2 hours before being deduplicated and committed to the orders table.', 'C.The orders table will contain only the most recent 2 hours of records and no duplicates will be present.', 'D.Duplicate records arriving more than 2 hours apart will be dropped, but duplicates that arrive in the same batch may both be written to the orders table.', 'E.The orders table will not contain duplicates, but records arriving more than 2 hours late will be ignored and missing from the table.']",['A.Duplicate records enqueued more than 2 hours apart may be retained and the orders table may contain duplicate records with the same customer_id and order_id.'],['https://img.examtopics.com/certified-data-engineer-professional/image45.png'],
96,examtopics databricks data engineer professional certification question 96,https://www.examtopics.com/discussions/databricks/view/126259-exam-certified-data-engineer-professional-topic-1-question/,"A junior data engineer is migrating a workload from a relational database system to the Databricks Lakehouse. The source system uses a star schema, leveraging foreign key constraints and multi-table inserts to validate records on write.Which consideration will impact the decisions made by the engineer while migrating this workload?","['A.Databricks only allows foreign key constraints on hashed identifiers, which avoid collisions in highly-parallel writes.', 'B.Databricks supports Spark SQL and JDBC; all logic can be directly migrated from the source system without refactoring.', 'C.Committing to multiple tables simultaneously requires taking out multiple table locks and can lead to a state of deadlock.', 'D.All Delta Lake transactions are ACID compliant against a single table, and Databricks does not enforce foreign key constraints.', 'E.Foreign keys must reference a primary key field; multi-table inserts must leverage Delta Lake’s upsert functionality.']","['D.All Delta Lake transactions are ACID compliant against a single table, and Databricks does not enforce foreign key constraints.']",[],
97,examtopics databricks data engineer professional certification question 97,https://www.examtopics.com/discussions/databricks/view/126260-exam-certified-data-engineer-professional-topic-1-question/,"A data architect has heard about Delta Lake’s built-in versioning and time travel capabilities. For auditing purposes, they have a requirement to maintain a full record of all valid street addresses as they appear in the customers table.The architect is interested in implementing a Type 1 table, overwriting existing records with new values and relying on Delta Lake time travel to support long-term auditing. A data engineer on the project feels that a Type 2 table will provide better performance and scalability.Which piece of information is critical to this decision?","['A.Data corruption can occur if a query fails in a partially completed state because Type 2 tables require setting multiple fields in a single update.', 'B.Shallow clones can be combined with Type 1 tables to accelerate historic queries for long-term versioning.', 'C.Delta Lake time travel cannot be used to query previous versions of these tables because Type 1 changes modify data files in place.', 'D.Delta Lake time travel does not scale well in cost or latency to provide a long-term versioning solution.', 'E.Delta Lake only supports Type 0 tables; once records are inserted to a Delta Lake table, they cannot be modified.']",['D.Delta Lake time travel does not scale well in cost or latency to provide a long-term versioning solution.'],[],
98,examtopics databricks data engineer professional certification question 98,https://www.examtopics.com/discussions/databricks/view/128986-exam-certified-data-engineer-professional-topic-1-question/,"A table named user_ltv is being used to create a view that will be used by data analysts on various teams. Users in the workspace are configured into groups, which are used for setting up data access using ACLs.The user_ltv table has the following schema:email STRING, age INT, ltv INTThe following view definition is executed:An analyst who is not a member of the auditing group executes the following query:SELECT * FROM user_ltv_no_minorsWhich statement describes the results returned by this query?","['A.All columns will be displayed normally for those records that have an age greater than 17; records not meeting this condition will be omitted.', 'B.All age values less than 18 will be returned as null values, all other columns will be returned with the values in user_ltv.', 'C.All values for the age column will be returned as null values, all other columns will be returned with the values in user_ltv.', 'D.All records from all columns will be displayed with the values in user_ltv.', 'E.All columns will be displayed normally for those records that have an age greater than 18; records not meeting this condition will be omitted.']",['A.All columns will be displayed normally for those records that have an age greater than 17; records not meeting this condition will be omitted.'],['https://img.examtopics.com/certified-data-engineer-professional/image46.png'],
99,examtopics databricks data engineer professional certification question 99,https://www.examtopics.com/discussions/databricks/view/126268-exam-certified-data-engineer-professional-topic-1-question/,"The data governance team is reviewing code used for deleting records for compliance with GDPR. The following logic has been implemented to propagate delete requests from the user_lookup table to the user_aggregates table.Assuming that user_id is a unique identifying key and that all users that have requested deletion have been removed from the user_lookup table, which statement describes whether successfully executing the above logic guarantees that the records to be deleted from the user_aggregates table are no longer accessible and why?","['A.No; the Delta Lake DELETE command only provides ACID guarantees when combined with the MERGE INTO command.', 'B.No; files containing deleted records may still be accessible with time travel until a VACUUM command is used to remove invalidated data files.', 'C.Yes; the change data feed uses foreign keys to ensure delete consistency throughout the Lakehouse.', 'D.Yes; Delta Lake ACID guarantees provide assurance that the DELETE command succeeded fully and permanently purged these records.', 'E.No; the change data feed only tracks inserts and updates, not deleted records.']",['B.No; files containing deleted records may still be accessible with time travel until a VACUUM command is used to remove invalidated data files.'],['https://img.examtopics.com/certified-data-engineer-professional/image47.png'],
100,examtopics databricks data engineer professional certification question 100,https://www.examtopics.com/discussions/databricks/view/127269-exam-certified-data-engineer-professional-topic-1-question/,"The data engineering team has been tasked with configuring connections to an external database that does not have a supported native connector with Databricks. The external database already has data security configured by group membership. These groups map directly to user groups already created in Databricks that represent various teams within the company.A new login credential has been created for each group in the external database. The Databricks Utilities Secrets module will be used to make these credentials available to Databricks users.Assuming that all the credentials are configured correctly on the external database and group membership is properly configured on Databricks, which statement describes how teams can be granted the minimum necessary access to using these credentials?","['A.""Manage"" permissions should be set on a secret key mapped to those credentials that will be used by a given team.', 'B.""Read"" permissions should be set on a secret key mapped to those credentials that will be used by a given team.', 'C.""Read"" permissions should be set on a secret scope containing only those credentials that will be used by a given team.', 'D.""Manage"" permissions should be set on a secret scope containing only those credentials that will be used by a given team.No additional configuration is necessary as long as all users are configured as administrators in the workspace where secrets have been added.']","['C.""Read"" permissions should be set on a secret scope containing only those credentials that will be used by a given team.']",[],
101,examtopics databricks data engineer professional certification question 101,https://www.examtopics.com/discussions/databricks/view/132982-exam-certified-data-engineer-professional-topic-1-question/,Which indicators would you look for in the Spark UI’s Storage tab to signal that a cached table is not performing optimally? Assume you are using Spark’s MEMORY_ONLY storage level.,"['A.Size on Disk is < Size in Memory', 'B.The RDD Block Name includes the “*” annotation signaling a failure to cache', 'C.Size on Disk is > 0', 'D.The number of Cached Partitions > the number of Spark Partitions', 'E.On Heap Memory Usage is within 75% of Off Heap Memory Usage']",['C.Size on Disk is > 0'],[],
102,examtopics databricks data engineer professional certification question 102,https://www.examtopics.com/discussions/databricks/view/126297-exam-certified-data-engineer-professional-topic-1-question/,What is the first line of a Databricks Python notebook when viewed in a text editor?,"['A.%python', 'B.// Databricks notebook source', 'C.# Databricks notebook source', 'D.-- Databricks notebook source', 'E.# MAGIC %python']",['C.# Databricks notebook source'],[],
103,examtopics databricks data engineer professional certification question 103,https://www.examtopics.com/discussions/databricks/view/131948-exam-certified-data-engineer-professional-topic-1-question/,Which statement describes a key benefit of an end-to-end test?,"['A.Makes it easier to automate your test suite', 'B.Pinpoints errors in the building blocks of your application', 'C.Provides testing coverage for all code paths and branches', 'D.Closely simulates real world usage of your application', 'E.Ensures code is optimized for a real-life workflow']",['D.Closely simulates real world usage of your application'],[],
104,examtopics databricks data engineer professional certification question 104,https://www.examtopics.com/discussions/databricks/view/131955-exam-certified-data-engineer-professional-topic-1-question/,The Databricks CLI is used to trigger a run of an existing job by passing the job_id parameter. The response that the job run request has been submitted successfully includes a field run_id.Which statement describes what the number alongside this field represents?,"['A.The job_id and number of times the job has been run are concatenated and returned.', 'B.The total number of jobs that have been run in the workspace.', 'C.The number of times the job definition has been run in this workspace.', 'D.The job_id is returned in this field.', 'E.The globally unique ID of the newly triggered run.']",['E.The globally unique ID of the newly triggered run.'],[],
105,examtopics databricks data engineer professional certification question 105,https://www.examtopics.com/discussions/databricks/view/126298-exam-certified-data-engineer-professional-topic-1-question/,"The data science team has created and logged a production model using MLflow. The model accepts a list of column names and returns a new column of type DOUBLE.The following code correctly imports the production model, loads the customers table containing the customer_id key column into a DataFrame, and defines the feature columns needed for the model.Which code block will output a DataFrame with the schema ""customer_id LONG, predictions DOUBLE""?","['A.df.map(lambda x:model(x[columns])).select(""customer_id, predictions"")', 'B.df.select(""customer_id"", model(*columns).alias(""predictions""))', 'C.model.predict(df, columns)', 'D.df.select(""customer_id"", pandas_udf(model, columns).alias(""predictions""))', 'E.df.apply(model, columns).select(""customer_id, predictions"")']","['B.df.select(""customer_id"", model(*columns).alias(""predictions""))']",['https://img.examtopics.com/certified-data-engineer-professional/image48.png'],
106,examtopics databricks data engineer professional certification question 106,https://www.examtopics.com/discussions/databricks/view/130120-exam-certified-data-engineer-professional-topic-1-question/,"A nightly batch job is configured to ingest all data files from a cloud object storage container where records are stored in a nested directory structure YYYY/MM/DD. The data for each date represents all records that were processed by the source system on that date, noting that some records may be delayed as they await moderator approval. Each entry represents a user review of a product and has the following schema:user_id STRING, review_id BIGINT, product_id BIGINT, review_timestamp TIMESTAMP, review_text STRINGThe ingestion job is configured to append all data for the previous date to a target table reviews_raw with an identical schema to the source system. The next step in the pipeline is a batch write to propagate all new records inserted into reviews_raw to a table where data is fully deduplicated, validated, and enriched.Which solution minimizes the compute costs to propagate this batch of data?","['A.Perform a batch read on the reviews_raw table and perform an insert-only merge using the natural composite key user_id, review_id, product_id, review_timestamp.', 'B.Configure a Structured Streaming read against the reviews_raw table using the trigger once execution mode to process new records as a batch job.', 'C.Use Delta Lake version history to get the difference between the latest version of reviews_raw and one version prior, then write these records to the next table.', 'D.Filter all records in the reviews_raw table based on the review_timestamp; batch append those records produced in the last 48 hours.', 'E.Reprocess all records in reviews_raw and overwrite the next table in the pipeline.']","['A.Perform a batch read on the reviews_raw table and perform an insert-only merge using the natural composite key user_id, review_id, product_id, review_timestamp.']",[],
107,examtopics databricks data engineer professional certification question 107,https://www.examtopics.com/discussions/databricks/view/128996-exam-certified-data-engineer-professional-topic-1-question/,Which statement describes Delta Lake optimized writes?,"['A.Before a Jobs cluster terminates, OPTIMIZE is executed on all tables modified during the most recent job.', 'B.An asynchronous job runs after the write completes to detect if files could be further compacted; if yes, an OPTIMIZE job is executed toward a default of 1 GB.', 'C.Data is queued in a messaging bus instead of committing data directly to memory; all data is committed from the messaging bus in one batch once the job is complete.', 'D.Optimized writes use logical partitions instead of directory partitions; because partition boundaries are only represented in metadata, fewer small files are written.', 'E.A shuffle occurs prior to writing to try to group similar data together resulting in fewer files instead of each executor writing multiple files based on directory partitions.']",['E.A shuffle occurs prior to writing to try to group similar data together resulting in fewer files instead of each executor writing multiple files based on directory partitions.'],[],
108,examtopics databricks data engineer professional certification question 108,https://www.examtopics.com/discussions/databricks/view/132138-exam-certified-data-engineer-professional-topic-1-question/,Which statement describes the default execution mode for Databricks Auto Loader?,"['A.Cloud vendor-specific queue storage and notification services are configured to track newly arriving files; the target table is materialized by directly querying all valid files in the source directory.', 'B.New files are identified by listing the input directory; the target table is materialized by directly querying all valid files in the source directory.', 'C.Webhooks trigger a Databricks job to run anytime new data arrives in a source directory; new data are automatically merged into target tables using rules inferred from the data.', 'D.New files are identified by listing the input directory; new files are incrementally and idempotently loaded into the target Delta Lake table.', 'E.Cloud vendor-specific queue storage and notification services are configured to track newly arriving files; new files are incrementally and idempotently loaded into the target Delta Lake table.']",['D.New files are identified by listing the input directory; new files are incrementally and idempotently loaded into the target Delta Lake table.'],[],
109,examtopics databricks data engineer professional certification question 109,https://www.examtopics.com/discussions/databricks/view/132980-exam-certified-data-engineer-professional-topic-1-question/,"A Delta Lake table representing metadata about content posts from users has the following schema:user_id LONG, post_text STRING, post_id STRING, longitude FLOAT, latitude FLOAT, post_time TIMESTAMP, date DATEBased on the above schema, which column is a good candidate for partitioning the Delta Table?","['A.post_time', 'B.latitude', 'C.post_id', 'D.user_id', 'E.date']",['E.date'],[],
110,examtopics databricks data engineer professional certification question 110,https://www.examtopics.com/discussions/databricks/view/126796-exam-certified-data-engineer-professional-topic-1-question/,A large company seeks to implement a near real-time solution involving hundreds of pipelines with parallel updates of many tables with extremely high volume and high velocity data.Which of the following solutions would you implement to achieve this requirement?,"['A.Use Databricks High Concurrency clusters, which leverage optimized cloud storage connections to maximize data throughput.', 'B.Partition ingestion tables by a small time duration to allow for many data files to be written in parallel.', 'C.Configure Databricks to save all data to attached SSD volumes instead of object storage, increasing file I/O significantly.', 'D.Isolate Delta Lake tables in their own storage containers to avoid API limits imposed by cloud vendors.', 'E.Store all tables in a single database to ensure that the Databricks Catalyst Metastore can load balance overall throughput.']",['B.Partition ingestion tables by a small time duration to allow for many data files to be written in parallel.'],[],
111,examtopics databricks data engineer professional certification question 111,https://www.examtopics.com/discussions/databricks/view/126313-exam-certified-data-engineer-professional-topic-1-question/,Which describes a method of installing a Python package scoped at the notebook level to all nodes in the currently active cluster?,"['A.Run source env/bin/activate in a notebook setup script', 'B.Use b in a notebook cell', 'C.Use %pip install in a notebook cell', 'D.Use %sh pip install in a notebook cell', 'E.Install libraries from PyPI using the cluster UI']",['C.Use %pip install in a notebook cell'],[],
112,examtopics databricks data engineer professional certification question 112,https://www.examtopics.com/discussions/databricks/view/135995-exam-certified-data-engineer-professional-topic-1-question/,"Each configuration below is identical to the extent that each cluster has 400 GB total of RAM 160 total cores and only one Executor per VM.Given an extremely long-running job for which completion must be guaranteed, which cluster configuration will be able to guarantee completion of the job in light of one or more VM failures?","['A.• Total VMs: 8• 50 GB per Executor• 20 Cores / Executor', 'B.• Total VMs: 16• 25 GB per Executor• 10 Cores / Executor', 'C.• Total VMs: 1• 400 GB per Executor• 160 Cores/Executor', 'D.• Total VMs: 4• 100 GB per Executor• 40 Cores / Executor', 'E.• Total VMs: 2• 200 GB per Executor• 80 Cores / Executor']",['B.• Total VMs: 16• 25 GB per Executor• 10 Cores / Executor'],[],
113,examtopics databricks data engineer professional certification question 113,https://www.examtopics.com/discussions/databricks/view/141545-exam-certified-data-engineer-professional-topic-1-question/,"A Delta Lake table in the Lakehouse named customer_churn_params is used in churn prediction by the machine learning team. The table contains information about customers derived from a number of upstream sources. Currently, the data engineering team populates this table nightly by overwriting the table with the current valid values derived from upstream data sources.Immediately after each update succeeds, the data engineering team would like to determine the difference between the new version and the previous version of the table.Given the current implementation, which method can be used?","['A.Execute a query to calculate the difference between the new version and the previous version using Delta Lake’s built-in versioning and lime travel functionality.', 'B.Parse the Delta Lake transaction log to identify all newly written data files.', 'C.Parse the Spark event logs to identify those rows that were updated, inserted, or deleted.', 'D.Execute DESCRIBE HISTORY customer_churn_params to obtain the full operation metrics for the update, including a log of all records that have been added or modified.', 'E.Use Delta Lake’s change data feed to identify those records that have been updated, inserted, or deleted.']",['A.Execute a query to calculate the difference between the new version and the previous version using Delta Lake’s built-in versioning and lime travel functionality.'],[],
114,examtopics databricks data engineer professional certification question 114,https://www.examtopics.com/discussions/databricks/view/141546-exam-certified-data-engineer-professional-topic-1-question/,"A data team’s Structured Streaming job is configured to calculate running aggregates for item sales to update a downstream marketing dashboard. The marketing team has introduced a new promotion, and they would like to add a new field to track the number of times this promotion code is used for each item. A junior data engineer suggests updating the existing query as follows. Note that proposed changes are in bold.Original query:Proposed query:Which step must also be completed to put the proposed query into production?","['A.Specify a new checkpointLocation', ""B.Remove .option('mergeSchema', 'true') from the streaming write"", 'C.Increase the shuffle partitions to account for additional aggregates', 'D.Run REFRESH TABLE delta.‛/item_agg‛']",['A.Specify a new checkpointLocation'],"['https://img.examtopics.com/certified-data-engineer-professional/image49.png', 'https://img.examtopics.com/certified-data-engineer-professional/image50.png']",
115,examtopics databricks data engineer professional certification question 115,https://www.examtopics.com/discussions/databricks/view/141547-exam-certified-data-engineer-professional-topic-1-question/,"When using CLI or REST API to get results from jobs with multiple tasks, which statement correctly describes the response structure?","['A.Each run of a job will have a unique job_id; all tasks within this job will have a unique job_id', 'B.Each run of a job will have a unique job_id; all tasks within this job will have a unique task_id', 'C.Each run of a job will have a unique orchestration_id; all tasks within this job will have a unique run_id', 'D.Each run of a job will have a unique run_id; all tasks within this job will have a unique task_id', 'E.Each run of a job will have a unique run_id; all tasks within this job will also have a unique run_id']",['E.Each run of a job will have a unique run_id; all tasks within this job will also have a unique run_id'],[],
116,examtopics databricks data engineer professional certification question 116,https://www.examtopics.com/discussions/databricks/view/141548-exam-certified-data-engineer-professional-topic-1-question/,"The data engineering team is configuring environments for development, testing, and production before beginning migration on a new data pipeline. The team requires extensive testing on both the code and data resulting from code execution, and the team wants to develop and test against data as similar to production data as possible.A junior data engineer suggests that production data can be mounted to the development and testing environments, allowing pre-production code to execute against production data. Because all users have admin privileges in the development environment, the junior data engineer has offered to configure permissions and mount this data for the team.Which statement captures best practices for this situation?","['A.All development, testing, and production code and data should exist in a single, unified workspace; creating separate environments for testing and development complicates administrative overhead.', 'B.In environments where interactive code will be executed, production data should only be accessible with read permissions; creating isolated databases for each environment further reduces risks.', 'C.As long as code in the development environment declares USE dev_db at the top of each notebook, there is no possibility of inadvertently committing changes back to production data sources.', 'D.Because Delta Lake versions all data and supports time travel, it is not possible for user error or malicious actors to permanently delete production data; as such, it is generally safe to mount production data anywhere.', 'E.Because access to production data will always be verified using passthrough credentials, it is safe to mount data to any Databricks development environment.']","['B.In environments where interactive code will be executed, production data should only be accessible with read permissions; creating isolated databases for each environment further reduces risks.']",[],
117,examtopics databricks data engineer professional certification question 117,https://www.examtopics.com/discussions/databricks/view/141951-exam-certified-data-engineer-professional-topic-1-question/,"A data engineer, User A, has promoted a pipeline to production by using the REST API to programmatically create several jobs. A DevOps engineer, User B, has configured an external orchestration tool to trigger job runs through the REST API. Both users authorized the REST API calls using their personal access tokens.A workspace admin, User C, inherits responsibility for managing this pipeline. User C uses the Databricks Jobs UI to take ""Owner"" privileges of each job. Jobs continue to be triggered using the credentials and tooling configured by User B.An application has been configured to collect and parse run information returned by the REST API. Which statement describes the value returned in the creator_user_name field?","['A.Once User C takes ""Owner"" privileges, their email address will appear in this field; prior to this, User A’s email address will appear in this field.', 'B.User B’s email address will always appear in this field, as their credentials are always used to trigger the run.', 'C.User A’s email address will always appear in this field, as they still own the underlying notebooks.', 'D.Once User C takes ""Owner"" privileges, their email address will appear in this field; prior to this, User B’s email address will appear in this field.', 'E.User C will only ever appear in this field if they manually trigger the job, otherwise it will indicate User B.']","['B.User B’s email address will always appear in this field, as their credentials are always used to trigger the run.']",[],
118,examtopics databricks data engineer professional certification question 118,https://www.examtopics.com/discussions/databricks/view/146882-exam-certified-data-engineer-professional-topic-1-question/,A member of the data engineering team has submitted a short notebook that they wish to schedule as part of a larger data pipeline. Assume that the commands provided below produce the logically correct results when run as presented.Which command should be removed from the notebook before scheduling it as a job?,"['A.Cmd 2', 'B.Cmd 3', 'C.Cmd 4', 'D.Cmd 5']",['D.Cmd 5'],['https://img.examtopics.com/certified-data-engineer-professional/image51.png'],
119,examtopics databricks data engineer professional certification question 119,https://www.examtopics.com/discussions/databricks/view/144252-exam-certified-data-engineer-professional-topic-1-question/,Which statement regarding Spark configuration on the Databricks platform is true?,"['A.The Databricks REST API can be used to modify the Spark configuration properties for an interactive cluster without interrupting jobs currently running on the cluster.', 'B.Spark configurations set within a notebook will affect all SparkSessions attached to the same interactive cluster.', 'C.When the same Spark configuration property is set for an interactive cluster and a notebook attached to that cluster, the notebook setting will always be ignored.', 'D.Spark configuration properties set for an interactive cluster with the Clusters UI will impact all notebooks attached to that cluster.']",['D.Spark configuration properties set for an interactive cluster with the Clusters UI will impact all notebooks attached to that cluster.'],[],
120,examtopics databricks data engineer professional certification question 120,https://www.examtopics.com/discussions/databricks/view/149442-exam-certified-data-engineer-professional-topic-1-question/,"The business reporting team requires that data for their dashboards be updated every hour. The total processing time for the pipeline that extracts, transforms, and loads the data for their pipeline runs in 10 minutes.Assuming normal operating conditions, which configuration will meet their service-level agreement requirements with the lowest cost?","['A.Configure a job that executes every time new data lands in a given directory', 'B.Schedule a job to execute the pipeline once an hour on a new job cluster', 'C.Schedule a Structured Streaming job with a trigger interval of 60 minutes', 'D.Schedule a job to execute the pipeline once an hour on a dedicated interactive cluster']",['B.Schedule a job to execute the pipeline once an hour on a new job cluster'],[],
121,examtopics databricks data engineer professional certification question 121,https://www.examtopics.com/discussions/databricks/view/141583-exam-certified-data-engineer-professional-topic-1-question/,A Databricks SQL dashboard has been configured to monitor the total number of records present in a collection of Delta Lake tables using the following query pattern:SELECT COUNT (*) FROM table -Which of the following describes how results are generated each time the dashboard is updated?,"['A.The total count of rows is calculated by scanning all data files', 'B.The total count of rows will be returned from cached results unless REFRESH is run', 'C.The total count of records is calculated from the Delta transaction logs', 'D.The total count of records is calculated from the parquet file metadata']",['C.The total count of records is calculated from the Delta transaction logs'],[],
122,examtopics databricks data engineer professional certification question 122,https://www.examtopics.com/discussions/databricks/view/141584-exam-certified-data-engineer-professional-topic-1-question/,"A Delta Lake table was created with the below query:Consider the following query:DROP TABLE prod.sales_by_store -If this statement is executed by a workspace admin, which result will occur?","['A.Data will be marked as deleted but still recoverable with Time Travel.', 'B.The table will be removed from the catalog but the data will remain in storage.', 'C.The table will be removed from the catalog and the data will be deleted.', 'D.An error will occur because Delta Lake prevents the deletion of production data.']",['C.The table will be removed from the catalog and the data will be deleted.'],['https://img.examtopics.com/certified-data-engineer-professional/image52.png'],
123,examtopics databricks data engineer professional certification question 123,https://www.examtopics.com/discussions/databricks/view/142864-exam-certified-data-engineer-professional-topic-1-question/,"A developer has successfully configured their credentials for Databricks Repos and cloned a remote Git repository. They do not have privileges to make changes to the main branch, which is the only branch currently visible in their workspace.Which approach allows this user to share their code updates without the risk of overwriting the work of their teammates?","['A.Use Repos to create a new branch, commit all changes, and push changes to the remote Git repository.', 'B.Use Repos to create a fork of the remote repository, commit all changes, and make a pull request on the source repository.', 'C.Use Repos to pull changes from the remote Git repository; commit and push changes to a branch that appeared as changes were pulled.', 'D.Use Repos to merge all differences and make a pull request back to the remote repository.']","['A.Use Repos to create a new branch, commit all changes, and push changes to the remote Git repository.']",[],
124,examtopics databricks data engineer professional certification question 124,https://www.examtopics.com/discussions/databricks/view/141900-exam-certified-data-engineer-professional-topic-1-question/,"The security team is exploring whether or not the Databricks secrets module can be leveraged for connecting to an external database.After testing the code with all Python variables being defined with strings, they upload the password to the secrets module and configure the correct permissions for the currently active user. They then modify their code to the following (leaving all other variables unchanged).Which statement describes what will happen when the above code is executed?","['A.The connection to the external table will succeed; the string ""REDACTED"" will be printed.', 'B.An interactive input box will appear in the notebook; if the right password is provided, the connection will succeed and the encoded password will be saved to DBFS.', 'C.An interactive input box will appear in the notebook; if the right password is provided, the connection will succeed and the password will be printed in plain text.', 'D.The connection to the external table will succeed; the string value of password will be printed in plain text.']","['A.The connection to the external table will succeed; the string ""REDACTED"" will be printed.']",['https://img.examtopics.com/certified-data-engineer-professional/image53.png'],
